generation,agent_id,parent_id,fitness,h_x,c_x,i_x_seed,h_dezorg
11,base_gen10_111,base_gen10_111,0.4470841700733884,6.640640932391087,0.539815590947192,0.9117227995897034,0.853609535028104
11,base_gen10_118,base_gen10_118,0.4479590312822811,6.742046901670013,0.5466210436270317,0.9159353455119825,0.8699747728090984
11,base_gen10_119,base_gen10_119,0.4549445081098462,6.735890983749792,0.5542907180385289,0.9245578351394379,0.868108124357157
11,base_gen11_120,base_gen08_094,0.4574298299003531,6.73686549638433,0.5539947322212467,0.9270554233657957,0.8614815072445943
11,base_gen11_121,base_gen10_119,0.4537933554851484,6.748888956420866,0.5507372072853426,0.9252344577368585,0.8702251778444183
11,base_gen11_124,base_gen09_109,0.4555856991492048,6.710468102467275,0.5520559930008749,0.9203642981170507,0.8510662390479148
11,base_gen11_125,base_gen10_112,0.4512678972122597,6.664411199223777,0.5498281786941581,0.9183099945400928,0.8641777683301702
11,base_gen11_129,base_gen10_118,0.45563224000101504,6.6625328830587165,0.554006968641115,0.9138744265196534,0.8375353192557308
12,base_gen09_103,base_gen09_103,0.44770275005548343,6.668959963335261,0.5539383561643836,0.9186841417050521,0.8891041382317881
12,base_gen09_104,base_gen09_104,0.4505535245963648,6.607436630374034,0.5515097690941385,0.908674477093414,0.846183223392919
12,base_gen11_121,base_gen11_121,0.45047034586243095,6.695000896119369,0.5480274442538593,0.9144808879372243,0.8558916569116946
12,base_gen11_124,base_gen11_124,0.4449201070598823,6.627935204512472,0.539198606271777,0.9065395774445851,0.8505463177197171
12,base_gen11_129,base_gen11_129,0.44776468159888716,6.653785588888897,0.5463371579876434,0.9090265606950978,0.8532487307247736
12,base_gen12_130,base_gen11_129,0.4492092150754736,6.847764949701533,0.5375527426160338,0.9198215514693406,0.8598369172200341
12,base_gen12_132,base_gen11_124,0.45274391464502306,6.741480484757795,0.5559410234171726,0.9153009413694528,0.8584443153242753
12,base_gen12_133,base_gen12_132,0.4514750545541476,6.667196048443046,0.5434969853574505,0.9139168759289403,0.8426623950877885
12,base_gen12_136,base_gen09_103,0.4561579494221605,6.749876997735806,0.5541012216404887,0.9257025384201897,0.8646184314004047
12,base_gen12_139,base_gen10_118,0.4524005497623712,6.653676245023239,0.5450606585788561,0.9131417111767893,0.8384425169984016
13,base_gen09_103,base_gen09_103,0.44971322135679614,6.704878651448139,0.5415944540727903,0.9190003908208666,0.8613265513773709
13,base_gen09_104,base_gen09_104,0.4485654204377005,6.6059021916721115,0.5432098765432098,0.9085469457535887,0.843355077010284
13,base_gen11_124,base_gen11_124,0.45223608300283835,6.6074978062381104,0.5674709562109026,0.9158374256351021,0.8796195833899174
13,base_gen11_129,base_gen11_129,0.45325017244907495,6.708617315708603,0.5500435161009574,0.9223216077977373,0.8646184314004047
13,base_gen12_130,base_gen12_130,0.44859497859478104,6.770661755993338,0.5359256128486898,0.9196709823185321,0.8600909820954595
13,base_gen12_132,base_gen12_132,0.45445769600780694,6.651431914269496,0.5509666080843585,0.9129559455913678,0.8365512960659228
13,base_gen12_139,base_gen12_139,0.4542263568428369,6.667150746622113,0.5520833333333334,0.9136240603694584,0.8410533667094613
13,base_gen13_140,base_gen09_103,0.44955820564804094,6.664411199223777,0.5434599156118144,0.9183099945400925,0.8631738315277481
13,base_gen13_141,base_gen09_104,0.4507566902084762,6.787653882376717,0.5475152571926766,0.9124457453400764,0.8486037980968245
13,base_gen13_144,base_gen11_121,0.4474968291473184,6.689867583128713,0.5486415425065732,0.9157860368240158,0.874943260083307
14,base_gen11_124,base_gen11_124,0.45391919513865564,6.637113404578834,0.5453736654804271,0.9167482241734152,0.8403350829609003
14,base_gen11_129,base_gen11_129,0.44644398258984985,6.65455892057975,0.5455341506129597,0.9104740443689322,0.862266423892521
14,base_gen12_130,base_gen12_130,0.45627815520016546,6.800463917541477,0.555846422338569,0.9252128028628945,0.8654108646642628
14,base_gen12_139,base_gen12_139,0.45188781465009975,6.650908463881265,0.5533731853116994,0.9102208756780962,0.846172893912291
14,base_gen13_140,base_gen13_140,0.44903645360154243,6.678607884934461,0.5391229578675838,0.9101323488122001,0.8388330408241635
14,base_gen13_144,base_gen13_144,0.452840801296408,6.7019800154336195,0.5536823425022183,0.9213956884116107,0.8698087283003141
14,base_gen14_150,base_gen11_129,0.44986962630101623,6.780957430996029,0.5342465753424658,0.9193121293671905,0.8503020549265936
14,base_gen14_154,base_gen14_153,0.45491088988973954,6.660363442003942,0.539198606271777,0.9224568243354315,0.8403855207975466
14,base_gen14_155,base_gen12_130,0.44884260296447764,6.7871533122560725,0.5307692307692308,0.9190378954708842,0.8495355700086682
14,base_gen14_157,base_gen12_139,0.45919607222520953,6.7137179155547315,0.5577933450087565,0.9230433129515847,0.8483179387660488
15,base_gen11_129,base_gen11_129,0.44793094693565394,6.680812615915924,0.5431560592850916,0.9112677505901624,0.8532487307247736
15,base_gen12_130,base_gen12_130,0.4523936033893239,6.679064691686828,0.5571302037201062,0.9125533430062402,0.8551106461491402
15,base_gen13_140,base_gen13_140,0.44903645360154243,6.678607884934461,0.5391229578675838,0.9101323488122001,0.8388330408241635
15,base_gen14_154,base_gen14_154,0.44884260296447764,6.7871533122560725,0.5307692307692308,0.9190378954708842,0.8495355700086682
15,base_gen14_157,base_gen14_157,0.45188781465009975,6.650908463881265,0.5533731853116994,0.9102208756780962,0.846172893912291
15,base_gen15_163,base_gen14_154,0.4486223923546532,6.682848852224151,0.543459174714662,0.9177289997715454,0.8663992997275903
15,base_gen15_164,base_gen11_129,0.44644398258984985,6.65455892057975,0.5455341506129597,0.9104740443689322,0.862266423892521
15,base_gen15_165,base_gen13_140,0.4455386701406183,6.664610195072299,0.5376623376623376,0.9096076804120163,0.8528193568204554
15,base_gen15_166,base_gen15_164,0.44831739007511434,6.734173179805742,0.5470588235294118,0.9166877645802773,0.870720696369239
15,base_gen15_169,base_gen15_161,0.44595773592285387,6.7435128130287225,0.5420240137221269,0.914083868564619,0.8684570123804682
16,base_gen13_140,base_gen13_140,0.45928706053919055,6.748437208466078,0.5628847845206685,0.9165235579174095,0.8392007688785736
